Quarter,SalesRep,Region,Product,Discount,Units,Cost,Price,Order Sales,Profit
Q2 41776,Paulette  Spencer,South,Quad,0.02,1,27.00,34.00,33.32,6.32
Q4 41597,Fernando  Rowe,West,Aspen,0.02,3,12.00,21.00,62.06,26.06
Q4 41625,Christy  Olson,West,Quad,0,3,27.00,34.00,102.00,21.00
Q4 41944,Ruben  Nunez,West,Doublers,0.03,1,64.32,79.95,77.55,13.23
Q4 41974,Salvador  Bass,West,Sunshine,0,2,10.24,19.95,39.90,19.42
Q4 41584,Cassandra  Franklin,MidWest,Bellen,0.01,3,11.37,22.95,68.16,34.05
Q4 41629,Della  Jensen,East,Sunbell,0,2,12.42,25.00,50.00,25.16
Q3 41909,Cecilia  Manning,South,Sunset,0.03,3,13.50,23.50,68.39,27.89
Q2 41779,Patty  Thompson,West,Quad,0,3,27.00,34.00,102.00,21.00
Q4 42004,Jenny  Garcia,MidWest,Carlota,0.01,3,10.25,22.95,68.16,37.41
Q4 41606,Ellen  Weaver,South,Quad,0,3,27.00,34.00,102.00,21.00
Q4 41984,Della  Jensen,East,Sunshine,0.01,2,10.24,19.95,39.50,19.02
Q4 41582,Billie  Chandler,MidWest,Doublers,0,2,64.32,79.95,159.90,31.26
Q4 41585,Ivan  Adkins,West,Carlota,0.03,3,10.25,22.95,67.13,36.38
Q4 41575,Sylvester  Morales,West,Quad,0.02,2,27.00,34.00,66.98,12.98
Q4 41627,Blake  Bridges,South,Sunset,0.03,3,13.50,23.50,68.39,27.89
Q4 41630,Salvador  Bass,West,Sunbell,0.03,1,12.42,25.00,24.38,11.96
Q4 41630,Ernest  Davis,West,Doublers,0,2,64.32,79.95,159.90,31.26
Q4 41957,Brooke  Horton,MidWest,Sunset,0.01,1,13.50,23.50,23.27,9.77
Q1 41668,Marian  Hill,South,Majectic Beaut,0,1,13.00,30.00,30.00,17.00
Q4 41986,Drew  Rogers,MidWest,Sunset,0.03,2,13.50,23.50,45.83,18.83
Q4 41945,Trevor  Jones,West,Sunshine,0,3,10.24,19.95,59.85,29.13
Q4 41586,Robert  Munoz,MidWest,Sunset,0.03,2,13.50,23.50,45.83,18.83
Q2 41761,Della  Jensen,East,Sunshine,0.03,1,10.24,19.95,19.45,9.21
Q1 41674,Lance  Yates,MidWest,Majectic Beaut,0.03,2,13.00,30.00,58.50,32.50
Q4 41998,Andrew  Meyer,West,Aspen,0,1,12.00,21.00,21.00,9.00
Q3 41872,Joey  Wong,West,Quad,0,1,27.00,34.00,34.00,7.00
Q4 41614,Isabel  Cross,East,Majectic Beaut,0.03,3,13.00,30.00,87.75,48.75
Q4 41990,Donna  Reid,West,Bellen,0.02,3,11.37,22.95,67.82,33.71
Q4 41998,Isabel  Cross,East,Carlota,0.02,2,10.25,22.95,44.98,24.48
Q4 41628,Paulette  Spencer,South,Carlota,0,1,10.25,22.95,22.95,12.70
Q4 41620,Cecilia  Manning,South,Majectic Beaut,0.02,2,13.00,30.00,58.80,32.80
Q3 41493,Mable  Lindsey,West,Bellen,0,2,11.37,22.95,45.90,23.16
Q1 41709,Isabel  Cross,East,Majectic Beaut,0.03,1,13.00,30.00,29.25,16.25
Q1 41350,Brooke  Horton,MidWest,Doublers,0.03,3,64.32,79.95,233.85,40.89
Q4 41609,Tiffany  May,West,Sunset,0,1,13.50,23.50,23.50,10.00
Q1 41694,Della  Jensen,East,Quad,0.02,2,27.00,34.00,66.98,12.98
Q1 41698,Johanna  Boone,South,Sunbell,0.03,3,12.42,25.00,73.13,35.87
Q2 41747,Lee  Mack,MidWest,Sunbell,0,2,12.42,25.00,50.00,25.16
Q4 41629,Jenny  Garcia,MidWest,Sunbell,0.03,3,12.42,25.00,72.75,35.49
Q4 41952,Dan  Peterson,MidWest,Crested Beaut,0,1,16.00,25.00,25.00,9.00
Q4 41990,Rachel  Gomez,MidWest,Crested Beaut,0,3,16.00,25.00,75.00,27.00
Q4 41600,Rachel  Gomez,MidWest,Quad,0,2,27.00,34.00,68.00,14.00
Q4 41604,Edwin  Malone,East,Quad,0.02,1,27.00,34.00,33.49,6.49
Q4 41966,Ivan  Adkins,West,Bellen,0.03,3,11.37,22.95,67.13,33.02
Q4 41962,Salvador  Bass,West,Aspen,0,3,12.00,21.00,63.00,27.00
Q4 41624,Elaine  Ellis,South,Bellen,0.02,3,11.37,22.95,67.47,33.36
Q4 41962,Nellie  Joseph,East,Majectic Beaut,0,2,13.00,30.00,60.00,34.00
Q4 41596,Patty  Thompson,West,Sunshine,0,1,10.24,19.95,19.95,9.71
Q4 41584,Elaine  Ellis,South,Quad,0,3,27.00,34.00,102.00,21.00
Q4 41606,Sandra  Floyd,MidWest,Bellen,0.02,1,11.37,22.95,22.61,11.24
Q3 41904,Cassandra  Franklin,MidWest,Quad,0.01,2,27.00,34.00,67.32,13.32
Q3 41483,Ernest  Davis,West,Sunset,0,2,13.50,23.50,47.00,20.00
Q4 41611,Pauline  Beck,West,Carlota,0,1,10.25,22.95,22.95,12.70
Q2 41761,Mable  Lindsey,West,Aspen,0.02,3,12.00,21.00,62.06,26.06
Q4 41612,Beth  Tucker,West,Sunshine,0.03,2,10.24,19.95,38.70,18.22
Q4 41581,Billie  Chandler,MidWest,Sunset,0,2,13.50,23.50,47.00,20.00
Q1 41300,Rachel  Gomez,MidWest,Aspen,0.03,1,12.00,21.00,20.48,8.48
Q4 41993,Lee  Mack,MidWest,Sunbell,0,2,12.42,25.00,50.00,25.16
Q4 41617,Bobbie  Ryan,East,Quad,0,2,27.00,34.00,68.00,14.00
Q4 41991,Shari  Silva,South,Majectic Beaut,0,1,13.00,30.00,30.00,17.00
Q3 41887,Carla  Mccormick,MidWest,Sunset,0.03,3,13.50,23.50,68.39,27.89
Q4 41976,Colleen  Warren,West,Quad,0.01,1,27.00,34.00,33.66,6.66
Q4 41596,Beth  Tucker,West,Doublers,0,2,64.32,79.95,159.90,31.26
Q4 41621,Ernest  Davis,West,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 41618,Ellen  Weaver,South,FlatTop,0.03,3,17.20,27.50,80.44,28.84
Q2 41768,Tiffany  May,West,Aspen,0,1,12.00,21.00,21.00,9.00
Q4 41610,Fernando  Rowe,West,Doublers,0,1,64.32,79.95,79.95,15.63
Q3 41822,Max  Rodgers,West,Crested Beaut,0,3,16.00,25.00,75.00,27.00
Q1 41297,Ernest  Davis,West,Sunshine,0.02,3,10.24,19.95,58.95,28.23
Q4 41627,Isabel  Cross,East,Quad,0,1,27.00,34.00,34.00,7.00
Q4 41929,Andrew  Meyer,West,Carlota,0.02,3,10.25,22.95,67.47,36.72
Q4 41596,Patty  Thompson,West,Majectic Beaut,0.03,1,13.00,30.00,29.10,16.10
Q4 41617,Trevor  Jones,West,Sunbell,0,3,12.42,25.00,75.00,37.74
Q2 41397,Marion  Glover,East,Sunshine,0.01,1,10.24,19.95,19.75,9.51
Q4 41998,Rachel  Gomez,MidWest,Sunset,0.03,2,13.50,23.50,45.83,18.83
Q4 41945,Peter  Hodges,MidWest,Quad,0,4,27.00,34.00,136.00,28.00
Q4 41944,Kyle  Carr,MidWest,V-Rang,0.01,1,10.23,19.00,18.81,8.58
Q4 41944,Blake  Bridges,South,Sunshine,0,2,10.24,19.95,39.90,19.42
Q4 41984,Beth  Tucker,West,Sunset,0.02,2,13.50,23.50,46.30,19.30
Q3 41883,Max  Rodgers,West,Quad,0.03,1,27.00,34.00,32.98,5.98
Q4 41963,Lula  Daniels,MidWest,Doublers,0.02,3,64.32,79.95,235.05,42.09
Q2 41384,Donna  Reid,West,Carlota,0,2,10.25,22.95,45.90,25.40
Q4 42004,Donna  Reid,West,Bellen,0.03,3,11.37,22.95,66.78,32.67
Q1 41363,Drew  Rogers,MidWest,Sunset,0.02,2,13.50,23.50,46.06,19.06
Q4 41927,Eddie  Green,East,Quad,0.03,3,27.00,34.00,99.45,18.45
Q3 41871,Edwin  Malone,East,Bellen,0.03,3,11.37,22.95,67.13,33.02
Q1 41677,Robert  Munoz,MidWest,Crested Beaut,0.03,4,16.00,25.00,97.50,33.50
Q4 41976,Tracy  Reed,MidWest,Sunbell,0.02,3,12.42,25.00,73.88,36.62
Q4 41969,Colleen  Warren,West,Doublers,0.01,1,64.32,79.95,79.15,14.83
Q2 41414,Della  Jensen,East,Majectic Beaut,0,2,13.00,30.00,60.00,34.00
Q4 41593,Marion  Glover,East,Majectic Beaut,0.03,3,13.00,30.00,87.30,48.30
Q4 41589,Eric  Rose,West,V-Rang,0,1,10.23,19.00,19.00,8.77
Q3 41536,Donna  Reid,West,Sunbell,0,2,12.42,25.00,50.00,25.16
Q4 41603,Elbert  Klein,South,Quad,0.03,2,27.00,34.00,66.30,12.30
Q4 41619,Max  Rodgers,West,Sunset,0.01,3,13.50,23.50,69.80,29.30
Q2 41774,Iris  Underwood,West,Carlota,0.03,3,10.25,22.95,67.13,36.38
Q4 42001,Charlie  Wood,MidWest,Bellen,0,1,11.37,22.95,22.95,11.58
Q4 41588,Ellen  Weaver,South,Quad,0,1,27.00,34.00,34.00,7.00
Q2 41387,Lula  Daniels,MidWest,Sunshine,0.02,2,10.24,19.95,39.30,18.82
Q4 41593,Austin  Reynolds,East,Bellen,0.02,2,11.37,22.95,45.21,22.47
Q4 41969,Mable  Lindsey,West,Crested Beaut,0,3,16.00,25.00,75.00,27.00
Q2 41789,Jaime  Pearson,MidWest,Sunbell,0.02,3,12.42,25.00,73.88,36.62
Q2 41780,Della  Jensen,East,Majectic Beaut,0,1,13.00,30.00,30.00,17.00
Q4 41958,Iris  Underwood,West,Sunshine,0.03,1,10.24,19.95,19.45,9.21
Q4 41998,Carla  Mccormick,MidWest,Sunshine,0,3,10.24,19.95,59.85,29.13
Q4 41582,Charlie  Wood,MidWest,Aspen,0.03,1,12.00,21.00,20.48,8.48
Q4 41990,Marian  Hill,South,Sunshine,0.03,2,10.24,19.95,38.90,18.42
Q3 41530,Fernando  Rowe,West,Aspen,0.02,1,12.00,21.00,20.69,8.69
Q4 41986,Ernest  Davis,West,Crested Beaut,0.03,3,16.00,25.00,72.75,24.75
Q3 41500,Ellen  Weaver,South,Quad,0.02,3,27.00,34.00,99.96,18.96
Q4 41629,Don  Gonzales,South,Quad,0,3,27.00,34.00,102.00,21.00
Q4 41994,Guillermo  Potter,MidWest,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 42002,Fernando  Rowe,West,Bellen,0,4,11.37,22.95,91.80,46.32
Q4 41985,Tracy  Reed,MidWest,Crested Beaut,0,1,16.00,25.00,25.00,9.00
Q2 41809,Max  Rodgers,West,Quad,0,2,27.00,34.00,68.00,14.00
Q4 41617,Shari  Silva,South,Sunshine,0.01,4,10.24,19.95,79.00,38.04
Q4 41605,Beth  Tucker,West,Quad,0,2,27.00,34.00,68.00,14.00
Q4 41638,Brooke  Horton,MidWest,Doublers,0.01,2,64.32,79.95,158.30,29.66
Q4 41980,Donna  Reid,West,Sunset,0,2,13.50,23.50,47.00,20.00
Q4 41610,Tracy  Reed,MidWest,Doublers,0,2,64.32,79.95,159.90,31.26
Q4 41630,Eric  Rose,West,Sunbell,0,1,12.42,25.00,25.00,12.58
Q4 41992,Bobbie  Ryan,East,Carlota,0,1,10.25,22.95,22.95,12.70
Q1 41283,Lance  Yates,MidWest,Crested Beaut,0.02,2,16.00,25.00,49.25,17.25
Q4 41588,Robert  Munoz,MidWest,Carlota,0.03,1,10.25,22.95,22.26,12.01
Q4 41956,Lynette  Brewer,MidWest,Sunshine,0,3,10.24,19.95,59.85,29.13
Q3 41495,Drew  Rogers,MidWest,Sunshine,0.01,2,10.24,19.95,39.50,19.02
Q4 41597,Peter  Hodges,MidWest,Sunset,0.03,3,13.50,23.50,68.74,28.24
Q4 41588,Brooke  Horton,MidWest,Sunset,0.02,1,13.50,23.50,23.03,9.53
Q2 41428,Christina  Fuller,West,Sunbell,0.03,3,12.42,25.00,72.75,35.49
Q4 41590,Paulette  Spencer,South,Majectic Beaut,0.01,3,13.00,30.00,89.10,50.10
Q3 41490,Shari  Silva,South,Carlota,0.03,2,10.25,22.95,44.75,24.25
Q4 41984,Pauline  Beck,West,Carlota,0,3,10.25,22.95,68.85,38.10
Q3 41478,Edwin  Malone,East,Quad,0.02,2,27.00,34.00,66.64,12.64
Q1 41292,Ellen  Weaver,South,Carlota,0.03,3,10.25,22.95,67.13,36.38
Q4 41636,Cecilia  Manning,South,Quad,0,2,27.00,34.00,68.00,14.00
Q4 42003,Ellen  Weaver,South,Quad,0.01,2,27.00,34.00,67.32,13.32
Q4 41939,Billie  Chandler,MidWest,Bellen,0.02,3,11.37,22.95,67.47,33.36
Q4 41946,Sonya  Mullins,East,Quad,0.01,2,27.00,34.00,67.32,13.32
Q4 41979,Nellie  Joseph,East,Carlota,0,3,10.25,22.95,68.85,38.10
Q1 41356,Edwin  Malone,East,Bellen,0,1,11.37,22.95,22.95,11.58
Q1 41725,Dan  Peterson,MidWest,Quad,0.02,2,27.00,34.00,66.98,12.98
Q4 41988,Eddie  Green,East,Crested Beaut,0.03,1,16.00,25.00,24.38,8.38
Q4 41631,Shari  Silva,South,Sunbell,0.01,2,12.42,25.00,49.50,24.66
Q1 41640,Brooke  Horton,MidWest,Carlota,0.03,3,10.25,22.95,67.13,36.38
Q2 41774,Edwin  Malone,East,Bellen,0.03,3,11.37,22.95,66.78,32.67
Q4 41995,Pauline  Beck,West,Carlota,0,2,10.25,22.95,45.90,25.40
Q1 41693,Shari  Silva,South,Bellen,0,3,11.37,22.95,68.85,34.74
Q1 41696,Trevor  Jones,West,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 41590,Johanna  Boone,South,Aspen,0.02,2,12.00,21.00,41.16,17.16
Q4 41583,Peter  Hodges,MidWest,Sunshine,0,4,10.24,19.95,79.80,38.84
Q4 41609,Trevor  Jones,West,Majectic Beaut,0.03,2,13.00,30.00,58.50,32.50
Q2 41370,Mable  Lindsey,West,Sunshine,0.01,2,10.24,19.95,39.50,19.02
Q1 41277,Trevor  Jones,West,Carlota,0.03,3,10.25,22.95,66.78,36.03
Q1 41683,Cecilia  Manning,South,Bellen,0,2,11.37,22.95,45.90,23.16
Q2 41394,Marion  Glover,East,Bellen,0.02,2,11.37,22.95,45.21,22.47
Q4 41958,Jenny  Garcia,MidWest,Quad,0,1,27.00,34.00,34.00,7.00
Q4 41585,Felicia  Jennings,West,Aspen,0.01,1,12.00,21.00,20.79,8.79
Q4 41953,Rachel  Gomez,MidWest,Carlota,0.02,3,10.25,22.95,67.82,37.07
Q4 41975,Johanna  Boone,South,Sunbell,0.02,3,12.42,25.00,73.88,36.62
Q4 41634,Brooke  Horton,MidWest,Sunbell,0.03,2,12.42,25.00,48.50,23.66
Q4 41593,Lynette  Brewer,MidWest,Carlota,0.03,2,10.25,22.95,44.75,24.25
Q4 41608,Shari  Silva,South,Sunshine,0,2,10.24,19.95,39.90,19.42
Q4 41618,Edwin  Malone,East,Sunbell,0.03,1,12.42,25.00,24.38,11.96
Q4 41954,Isabel  Cross,East,Aspen,0.02,3,12.00,21.00,61.74,25.74
Q4 41944,Felicia  Jennings,West,V-Rang,0,1,10.23,19.00,19.00,8.77
Q4 41591,Cindy  Becker,South,Quad,0,2,27.00,34.00,68.00,14.00
Q2 41810,Johanna  Boone,South,Bellen,0,2,11.37,22.95,45.90,23.16
Q3 41895,Dan  Peterson,MidWest,Majectic Beaut,0.03,2,13.00,30.00,58.50,32.50
Q4 41965,Jaime  Pearson,MidWest,Quad,0,1,27.00,34.00,34.00,7.00
Q4 41958,Carla  Mccormick,MidWest,Quad,0.03,3,27.00,34.00,98.94,17.94
Q2 41426,Robert  Munoz,MidWest,Sunshine,0.01,2,10.24,19.95,39.50,19.02
Q4 41973,Herman  Williams,East,Sunset,0.03,3,13.50,23.50,68.74,28.24
Q4 41634,Joey  Wong,West,Aspen,0.03,3,12.00,21.00,61.11,25.11
Q4 41983,Isabel  Cross,East,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 41987,Brooke  Horton,MidWest,Sunbell,0.03,1,12.42,25.00,24.25,11.83
Q3 41880,Don  Gonzales,South,Crested Beaut,0,3,16.00,25.00,75.00,27.00
Q4 41629,Rachel  Gomez,MidWest,Quad,0.01,1,27.00,34.00,33.66,6.66
Q2 41392,Allan  Ramos,MidWest,Crested Beaut,0,1,16.00,25.00,25.00,9.00
Q4 41579,Trevor  Jones,West,Sunbell,0.03,3,12.42,25.00,72.75,35.49
Q4 41628,Shari  Silva,South,Majectic Beaut,0,2,13.00,30.00,60.00,34.00
Q4 41612,Lula  Daniels,MidWest,Bellen,0.03,2,11.37,22.95,44.75,22.01
Q4 41631,Andrew  Meyer,West,Quad,0.03,1,27.00,34.00,33.15,6.15
Q3 41823,Eric  Rose,West,Crested Beaut,0.01,2,16.00,25.00,49.50,17.50
Q4 41625,Christy  Olson,West,Bellen,0,2,11.37,22.95,45.90,23.16
Q2 41386,Brooke  Horton,MidWest,Sunshine,0.02,3,10.24,19.95,58.65,27.93
Q4 41610,Eric  Rose,West,Carlota,0.01,3,10.25,22.95,68.16,37.41
Q4 41595,Isabel  Cross,East,Aspen,0.02,1,12.00,21.00,20.58,8.58
Q3 41479,Rachel  Gomez,MidWest,Sunshine,0,4,10.24,19.95,79.80,38.84
Q2 41415,Ernest  Davis,West,Majectic Beaut,0.01,2,13.00,30.00,59.40,33.40
Q4 41975,Christina  Fuller,West,Doublers,0.01,3,64.32,79.95,237.45,44.49
Q4 41621,Edwin  Malone,East,Bellen,0.03,2,11.37,22.95,44.52,21.78
Q4 42000,Max  Rodgers,West,Sunbell,0.03,2,12.42,25.00,48.75,23.91
Q4 41637,Salvador  Bass,West,Crested Beaut,0,1,16.00,25.00,25.00,9.00
Q4 41965,Ben  Perez,West,Quad,0,1,27.00,34.00,34.00,7.00
Q4 41971,Christina  Fuller,West,Crested Beaut,0.02,3,16.00,25.00,73.50,25.50
Q4 41945,Pauline  Beck,West,Majectic Beaut,0,3,13.00,30.00,90.00,51.00
Q4 41976,Tiffany  May,West,Sunshine,0,2,10.24,19.95,39.90,19.42
Q2 41387,Fernando  Rowe,West,Quad,0,3,27.00,34.00,102.00,21.00
Q4 41994,Austin  Reynolds,East,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 41579,Cindy  Becker,South,Carlota,0.02,2,10.25,22.95,45.21,24.71
Q3 41487,Rachel  Gomez,MidWest,Sunshine,0,2,10.24,19.95,39.90,19.42
Q4 41979,Marian  Hill,South,Majectic Beaut,0,1,13.00,30.00,30.00,17.00
Q3 41854,Austin  Reynolds,East,Sunbell,0.03,1,12.42,25.00,24.38,11.96
Q2 41448,Charlie  Wood,MidWest,Crested Beaut,0.02,2,16.00,25.00,49.25,17.25
Q3 41854,Ruben  Nunez,West,Sunbell,0,3,12.42,25.00,75.00,37.74
Q4 41608,Cindy  Becker,South,V-Rang,0,2,10.23,19.00,38.00,17.54
Q4 41620,Rachel  Gomez,MidWest,Majectic Beaut,0.02,2,13.00,30.00,58.80,32.80
Q4 41598,Max  Rodgers,West,Carlota,0,1,10.25,22.95,22.95,12.70
Q4 41980,Max  Rodgers,West,Sunset,0,1,13.50,23.50,23.50,10.00
Q4 41970,Allan  Ramos,MidWest,FlatTop,0.03,2,17.20,27.50,53.63,19.23
Q4 41585,Nellie  Joseph,East,Sunshine,0,1,10.24,19.95,19.95,9.71
Q1 41652,Sonya  Mullins,East,Carlota,0.01,2,10.25,22.95,45.44,24.94
Q3 41850,Woodrow  Colon,South,Sunshine,0.02,3,10.24,19.95,58.65,27.93
Q4 41612,Tracy  Reed,MidWest,V-Rang,0.03,2,10.23,19.00,37.05,16.59
Q2 41734,Willie  Vega,MidWest,Sunshine,0.02,3,10.24,19.95,58.65,27.93
Q4 41946,Trevor  Jones,West,Carlota,0,1,10.25,22.95,22.95,12.70
Q4 41999,Eric  Rose,West,Sunshine,0.02,2,10.24,19.95,39.30,18.82
Q4 41604,Ruben  Nunez,West,Quad,0.03,1,27.00,34.00,33.15,6.15
Q4 41995,Jenny  Garcia,MidWest,Bellen,0.03,2,11.37,22.95,44.75,22.01
Q4 41618,Bobbie  Ryan,East,Bellen,0.02,2,11.37,22.95,45.21,22.47
Q4 41970,Patty  Thompson,West,Sunset,0.02,2,13.50,23.50,46.30,19.30
Q4 41990,Sylvester  Morales,West,Quad,0,4,27.00,34.00,136.00,28.00
Q4 41586,Brooke  Horton,MidWest,Quad,0.01,2,27.00,34.00,67.32,13.32
Q4 41590,Sandra  Floyd,MidWest,V-Rang,0,2,10.23,19.00,38.00,17.54
Q4 41600,Cassandra  Franklin,MidWest,V-Rang,0.03,3,10.23,19.00,55.29,24.60
Q1 41722,Shari  Silva,South,Doublers,0,4,64.32,79.95,319.80,62.52
Q4 41957,Ivan  Adkins,West,V-Rang,0,2,10.23,19.00,38.00,17.54
Q1 41688,Eric  Rose,West,Sunbell,0,1,12.42,25.00,25.00,12.58
Q3 41866,Marian  Hill,South,Majectic Beaut,0,3,13.00,30.00,90.00,51.00
Q4 41957,Bobbie  Ryan,East,Aspen,0,3,12.00,21.00,63.00,27.00
Q2 41428,Della  Jensen,East,Carlota,0,1,10.25,22.95,22.95,12.70
Q4 41615,Charlie  Wood,MidWest,Majectic Beaut,0,3,13.00,30.00,90.00,51.00
Q4 41595,Drew  Rogers,MidWest,Bellen,0,2,11.37,22.95,45.90,23.16
Q2 41433,Drew  Rogers,MidWest,Sunbell,0,2,12.42,25.00,50.00,25.16
Q4 41959,Pauline  Beck,West,Crested Beaut,0,3,16.00,25.00,75.00,27.00
Q2 41775,Ivan  Adkins,West,V-Rang,0.03,3,10.23,19.00,55.29,24.60
Q4 41965,Felicia  Jennings,West,Quad,0.03,3,27.00,34.00,98.94,17.94
Q1 41302,Cecilia  Manning,South,Sunshine,0,3,10.24,19.95,59.85,29.13
Q4 41607,Andrew  Meyer,West,Sunset,0.03,2,13.50,23.50,45.83,18.83
Q4 41993,Shari  Silva,South,Quad,0,1,27.00,34.00,34.00,7.00
Q1 41723,Sonya  Mullins,East,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 41592,Rachel  Gomez,MidWest,V-Rang,0,3,10.23,19.00,57.00,26.31
Q4 41970,Bobbie  Ryan,East,V-Rang,0.02,3,10.23,19.00,55.86,25.17
Q2 41813,Elvira  Bowman,MidWest,Aspen,0.03,2,12.00,21.00,40.74,16.74
Q1 41695,Willie  Vega,MidWest,Sunset,0.02,1,13.50,23.50,23.15,9.65
Q4 41983,Cassandra  Franklin,MidWest,Sunshine,0.03,2,10.24,19.95,38.70,18.22
Q3 41884,Elaine  Ellis,South,FlatTop,0,3,17.20,27.50,82.50,30.90
Q3 41530,Max  Rodgers,West,FlatTop,0.01,2,17.20,27.50,54.45,20.05
Q4 41636,Trevor  Jones,West,Crested Beaut,0.03,3,16.00,25.00,72.75,24.75
Q4 41614,Tracy  Reed,MidWest,Quad,0.03,3,27.00,34.00,99.45,18.45
Q4 41997,Jaime  Pearson,MidWest,V-Rang,0.02,1,10.23,19.00,18.72,8.49
Q4 41588,Iris  Underwood,West,Carlota,0.03,3,10.25,22.95,67.13,36.38
Q3 41910,Ivan  Adkins,West,Sunset,0.02,3,13.50,23.50,69.09,28.59
Q2 41808,Blake  Bridges,South,Sunbell,0,3,12.42,25.00,75.00,37.74
Q1 41319,Eddie  Green,East,Bellen,0.03,4,11.37,22.95,89.05,43.57
Q4 41593,Felicia  Jennings,West,Quad,0.03,2,27.00,34.00,66.30,12.30
Q4 41980,Dan  Peterson,MidWest,V-Rang,0.01,1,10.23,19.00,18.81,8.58
Q4 41630,Felicia  Jennings,West,Sunbell,0,3,12.42,25.00,75.00,37.74
Q4 41990,Cindy  Becker,South,Aspen,0,2,12.00,21.00,42.00,18.00
Q4 41995,Cecilia  Manning,South,Sunbell,0.02,1,12.42,25.00,24.50,12.08
Q4 41586,Brooke  Horton,MidWest,Majectic Beaut,0.02,3,13.00,30.00,88.20,49.20
Q4 41610,Elaine  Ellis,South,Doublers,0.03,2,64.32,79.95,155.90,27.26
Q4 41611,Willie  Vega,MidWest,Quad,0.01,1,27.00,34.00,33.66,6.66
Q4 41636,Robert  Munoz,MidWest,Quad,0.03,1,27.00,34.00,32.98,5.98
Q3 41514,Christy  Olson,West,Majectic Beaut,0,1,13.00,30.00,30.00,17.00
Q4 41968,Patty  Thompson,West,Sunbell,0,1,12.42,25.00,25.00,12.58
Q3 41534,Tracy  Reed,MidWest,FlatTop,0.01,1,17.20,27.50,27.23,10.03
Q4 41982,Lorraine  Gibson,East,Crested Beaut,0,2,16.00,25.00,50.00,18.00
Q2 41786,Kyle  Carr,MidWest,Quad,0.02,3,27.00,34.00,100.47,19.47
Q4 41953,Blake  Bridges,South,Majectic Beaut,0,3,13.00,30.00,90.00,51.00
Q4 41989,Bobbie  Ryan,East,Crested Beaut,0,2,16.00,25.00,50.00,18.00
Q4 41950,Mable  Lindsey,West,Quad,0.03,3,27.00,34.00,99.45,18.45
Q2 41383,Edwin  Malone,East,Aspen,0,3,12.00,21.00,63.00,27.00
Q4 41951,Eric  Rose,West,Aspen,0,3,12.00,21.00,63.00,27.00
Q4 41953,Marian  Hill,South,Quad,0,3,27.00,34.00,102.00,21.00
Q4 41614,Arturo  Francis,East,Quad,0.03,1,27.00,34.00,33.15,6.15
Q2 41413,Sylvester  Morales,West,Sunshine,0.02,2,10.24,19.95,39.30,18.82
Q4 41602,Cassandra  Franklin,MidWest,Aspen,0,3,12.00,21.00,63.00,27.00
Q1 41338,Blake  Bridges,South,Aspen,0,3,12.00,21.00,63.00,27.00
Q4 41975,Ernest  Davis,West,Quad,0.03,2,27.00,34.00,66.30,12.30
Q1 41665,Cassandra  Franklin,MidWest,Carlota,0,3,10.25,22.95,68.85,38.10
Q4 41984,Willie  Vega,MidWest,V-Rang,0,2,10.23,19.00,38.00,17.54
Q4 41579,Edwin  Malone,East,Sunset,0,2,13.50,23.50,47.00,20.00
Q4 41948,Herman  Williams,East,Sunset,0.02,1,13.50,23.50,23.03,9.53
Q4 41611,Ivan  Adkins,West,Carlota,0.01,3,10.25,22.95,68.16,37.41
Q1 41288,Willie  Vega,MidWest,Bellen,0.02,1,11.37,22.95,22.61,11.24
Q1 41356,Drew  Rogers,MidWest,Sunbell,0.02,1,12.42,25.00,24.50,12.08
Q4 41948,Drew  Rogers,MidWest,Sunshine,0,2,10.24,19.95,39.90,19.42
Q4 41988,Della  Jensen,East,Doublers,0.01,1,64.32,79.95,79.15,14.83
Q2 41420,Drew  Rogers,MidWest,Bellen,0.03,1,11.37,22.95,22.38,11.01
Q4 41952,Shari  Silva,South,Bellen,0,2,11.37,22.95,45.90,23.16
Q4 42002,Lee  Mack,MidWest,Sunshine,0.02,1,10.24,19.95,19.55,9.31
Q3 41541,Lynette  Brewer,MidWest,Carlota,0.01,1,10.25,22.95,22.72,12.47
Q3 41512,Andrew  Meyer,West,Quad,0,4,27.00,34.00,136.00,28.00
Q4 41599,Cassandra  Franklin,MidWest,Quad,0.03,3,27.00,34.00,98.94,17.94
Q4 41587,Ernest  Davis,West,Sunbell,0.01,3,12.42,25.00,74.25,36.99
Q4 41955,Paulette  Spencer,South,Sunshine,0.02,1,10.24,19.95,19.55,9.31
Q4 41918,Robert  Munoz,MidWest,Sunbell,0,3,12.42,25.00,75.00,37.74
Q4 41612,Max  Rodgers,West,Sunbell,0,1,12.42,25.00,25.00,12.58
Q4 41592,Lance  Yates,MidWest,Carlota,0.03,1,10.25,22.95,22.26,12.01
Q4 41597,Drew  Rogers,MidWest,Sunshine,0.01,1,10.24,19.95,19.75,9.51
Q4 41593,Lance  Yates,MidWest,Carlota,0,2,10.25,22.95,45.90,25.40
Q4 41604,Della  Jensen,East,Carlota,0,3,10.25,22.95,68.85,38.10
